ISIN,WKN,MarketingName,EDVKuerzel,PRIMARY_RIC,LupoxGruppe,KVNR,ListingXSTU,PROFILNAME,ListingTradeRebel
AU000000MCM9,A2H9D5,MC Mining Ltd.,G1V,G1V,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000MDI5,A0YGPG,Middle Island Resources Ltd.,M83,M83,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000MEC6,A2DQH7,Morphic Ethical Equities Fund Ltd.,4N0,4N0,AG,6166,1,Z_noMM,0
AU000000MEM5,A2ANGR,Memphasys Ltd.,IG7,IG7,AG,6166,0,Z_ASIA_Liq3_noDETG,0
AU000000MFG4,A0LFMD,Magellan Financial Group Ltd.,NNA,NNAG,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000MGR9,924371,Mirvac Group Finance Ltd.,MJB,MJB,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000MGX7,896269,Mount Gibson Iron Ltd.,FWQ,MGX,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000MIN4,A0J36A,Mineral Resources Ltd.,F5J,MINA,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000MLX7,A0LG1C,Metals X Ltd.,FG5,FG5,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000MMI6,A12GBB,Metro Mining Ltd.,6ME,6ME,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000MMS5,A0B9M1,McMillan Shakespeare Ltd.,NMN,NMNG,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000MND5,577745,Monadelphous Group Ltd.,8MP,8MP,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000MQG1,A0M6VH,Macquarie Group Ltd.,4M4,MQG,AE,6166,1,Z_ASIA_Liq2_TG,0
AU000000MRC8,864504,Mineral Commodities Ltd.,58M,58M,AG,6166,0,Z_ASIA_Liq3_noDETG,0
AU000000MSB8,A0DNPW,Mesoblast Ltd.,LWB,MESO,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000MTC4,A2DJM2,MetalsTech Ltd.,MT1,MT1,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000MTS0,A0D935,Metcash Ltd.,MG9,MG9,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000MYR2,A0YCZZ,Myer Holdings Ltd.,30M,MYR,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000NAB4,853802,National Australia Bank Ltd.,NAL,NAB,AE,6166,1,Z_ASIA_Liq2_TG,0
AU000000NAG3,A0RDH2,Nagambie Resources Ltd.,P6C,P6C,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000NAN9,A0MQVE,Nanosonics Ltd.,OQS,OQS,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000NEC4,A1W8KA,Nine Entertainment Co. Hldg. Ltd.,NEE,NEE,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000NGI6,A2H7ME,Navigator Global Invts Ltd.,HVH,HVH,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000NGY3,A0MWRG,NuEnergy Gas Ltd.,NUB,NGY,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000NHC7,911204,New Hope Corp. Ltd.,OD8,NHC,AE,6166,1,Z_ASIA_Liq2_TG,0
AU000000NHF0,A0M6WF,NIB Holdings Ltd.,3GU,3GU,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000NMT1,A12G4J,Neometals Ltd.,9R9,9R9,AF,6166,1,Z_ASIA_Liq2_TG,1
AU000000NOR1,A14U1Z,Norwood Systems Ltd.,M2G,M2G,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000NST8,A0BLDY,Northern Star Resources Ltd.,NS7,NS7,AE,6166,1,Z_ASIA_Liq2_TG,1
AU000000NTU4,A0LBN5,Northern Minerals Ltd.,NUN,NTU,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000NUF3,881339,Nufarm Ltd.,NUF,NUF,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000NVA2,A2H9WL,Nova Minerals Ltd.,QM3,QM3,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000NVX4,A2DUU7,Novonix Ltd.,GC3,GC3,AF,6166,1,Z_ASIA_Liq2_TG,1
AU000000NWF9,A1JXTT,Newfield Resources Ltd.,4XK0,4XK0,AG,6166,0,Z_ASIA_Liq3_noDETG,0
AU000000NWH5,A0MYVW,NRW Holdings Ltd.,3NR,NWH,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000NWS2,A1W4X0,News Corp.,NC0E,NC0Eq,AC,6166,1,Z_USA_Liq2_TG,0
AU000000NXT8,A1C9HQ,Nextdc Ltd.,2NX,2NX,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000ODY8,A0HG7C,Odyssey Gold Ltd.,ODQ,ODY,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000OEL3,A0HG75,Otto Energy Ltd.,O1E,OEL,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000ORA8,A1W81B,Orora Ltd. - Reg. Shares o.N.,OORD,OORD,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000ORG5,931678,Origin Energy Ltd.,ORL,ORGE,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000ORI1,854422,Orica Ltd.,ICA,ORI,AE,6166,1,Z_ASIA_Liq2_TG,0
AU000000PAR5,A12FJ4,Paradigm Biopharmaceutic. Ltd.,P86,P86,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000PCL4,A0CAFF,Pancontinental Oil & Gas N.L.,PUB,PCL,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000PDN8,890889,Paladin Energy Ltd.,PUR,PDN,AE,6166,1,Z_ASIA_Liq2_TG,1
AU000000PEN6,A0CBE5,Peninsula Energy Ltd.,P1M,PENA,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000PGC4,A0Q4D2,Paragon Care Ltd.,PXS,CITR,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000PGM3,A0JLZM,Platina Resources Ltd,P4R,PGM,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000PIC0,A12DSG,Perpetual Equity Inv. Co. Ltd.,P82,P82,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000PLS0,A0YGCV,Pilbara Minerals Ltd.,PLR,PLMS,AF,6166,1,Z_ASIA_Liq2_TG,1
AU000000PNR8,A0YFVM,Pantoro Ltd.,RKN,RKN,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000PNV0,A12F4T,Polynovo Ltd.,MFJ,MFJ,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000POD6,A2JE7D,Podium Minerals Ltd.,55D,55D,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000PPT9,872071,Perpetual Ltd.,PVQ,PPT,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000PRU3,A0B7MN,Perseus Mining Ltd.,P4Q,P4Q,AF,6166,1,Z_ASIA_Liq2_TG,1
AU000000PSC9,A1JW80,Prospect Resources Ltd.,5E8,5E8,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000PWN8,A1JH27,Parkway Corporate Ltd.,4IP,4IP,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000PXX5,A2DX5Z,PolarX Ltd.,PX0,PX0,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000QAN2,896435,Qantas Airways Ltd.,QAN,QAN,AE,6166,1,Z_ASIA_Liq2_TG,1
AU000000QBE9,879189,QBE Insurance Group Ltd.,QBE,QBE,AE,6166,1,Z_ASIA_Liq2_TG,0
AU000000QUB5,A1C0DA,Qube Holdings Ltd.,1K1,QUB,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000RCE5,A2ADQM,Recce Pharmaceuticals Ltd.,R9Q,R9Q,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000REA9,931148,REA Group Ltd.,R9C,REA,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000RGL1,A2JM28,Riversgold Ltd.,RGV,RGV,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000RHC8,874338,Ramsay Health Care Ltd.,RMY,RHC,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000RIC6,888874,Ridley Corp. Ltd.,RI6,RIC,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000RIO1,855018,Rio Tinto Ltd.,CRA1,CRAA,AE,6166,1,Z_ASIA_Liq2_TG,1
AU000000RMD6,935168,RESMED INC.,RMEA,RMEA,AC,6166,1,Z_USA_Liq2_TG,0
AU000000RMS4,808383,Ramelius Resources Ltd.,RRZ,RMS,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000RND4,A0F6BS,Rand Mining Ltd.,014,014,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000RNU8,A1C9A9,Renascor Resources Ltd.,RU8,RU8,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000RRL8,A0B8RA,Regis Resources Ltd.,RKQ,RRL,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000RSG6,794836,RESOLUTE MINING LTD.,RSM,RSGM,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000RWC7,A2AHE7,Reliance Worldwide Corp. Ltd. - Registered Shares o.N.,0EU,0EU,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000S320,A14QLH,South32 Ltd.,32Z,32Z,AE,6166,1,Z_ASIA_Liq2_TG,1
AU000000SBM8,851747,St. Barbara Ltd.,BM1,SBM,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000SCG8,A1156H,Scentre Group Ltd.,59S,59Su,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000SDV5,A2DNJ3,Scidev Ltd.,INFA,INF1,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000SEK6,A0EAC4,Seek Ltd.,SLD,SEK,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000SER1,A0Q626,Strategic Energy Resources Ltd.,EB8,SERA,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000SFR8,A0ERN6,Sandfire Resources NL,S2Z,S2Z,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000SGM7,A0F63Y,Sims Metal Management Ltd.,I8M,I8M,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000SGP0,887471,Stockland,LN1,LN1,AG,6166,1,Z_ASIA_Liq2_TG,0
AU000000SHL7,909081,Sonic Healthcare Ltd.,SAB,SHLT,AE,6166,1,Z_ASIA_Liq2_TG,0
AU000000SHV6,862392,Select Harvests Ltd.,H0I,H0I,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000SLC8,A14S4U,Superloop Ltd.,9SL,9SL,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000SLX4,615018,Silex Systems Ltd.,RW4,SLX,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000SMR4,A0YFE7,Stanmore Resources Ltd. - Registered Shares o.N.,S0D,S0D,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000SNC4,A2PT61,Sandon Capital Investments Ltd.,C46,C46,AG,6166,1,Z_noMM,0
AU000000SOM1,A0B7QA,Somnomed Ltd.,RJV,RJV,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000SPL0,796461,Starpharma Holdings Ltd.,PQ6,SPL,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000SRN2,A2DH6T,Surfire Resources NL,GBL,GBLG,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000STO6,863403,Santos Ltd.,STS1,STO,AE,6166,1,Z_ASIA_Liq2_TG,0
AU000000STX7,A0B6PK,Strike Energy Ltd.,RJN,RJN,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000SUH8,A1C3D0,Southern Hemisphere Mining Ltd.,NK4,NK4,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000SUL0,A0B5SL,Super Retail Group Ltd.,RSU,RSU,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000SUN6,886254,Suncorp Group Ltd.,SU4,SU4,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000SVL8,A0LEFD,Silver MInes Ltd.,SWQ,SWQ,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000SVM6,A0LEG3,Sovereign Metals Ltd,SVM,SVMA,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000SXL4,A0PEF6,Southern Cross Media Group Ltd.,6MM,6MM,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000SYR9,A0MXQX,Syrah Resources Ltd.,3S7,3S7,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000TAH8,892486,Tabcorp Holdings Ltd.,THL,TAH,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000TBR5,917561,Tribune Resources Ltd.,TNR,TBR,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000TCL6,917177,Transurban Group,TU9,TCL,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000TDO8,A0MSCV,3D Oil Ltd.,MUE,MUEG,AG,6166,0,Z_ASIA_Liq3_noDETG,0
AU000000TER9,A144CW,TerraCom Ltd.,2GF,2GF,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000TLG7,A1C0Q2,Talga Resources Ltd.,TGX,TGXG,AF,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000TLM5,A0CBC3,Talisman Mining Ltd.,RJA,RJA,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000TLS2,A3D1FQ,Telstra Corp. Ltd.,5KBA,5KBA,AF,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000TLX2,A2H7JK,Telix Pharmaceuticals Ltd.,T3X,T3X,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000TNE8,931047,Technology One Ltd.,RW8,RW8,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000TOE6,A0JC8C,Toro Energy Ltd.,T4W,T4W,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000TON7,A0NGHD,Triton Minerals Ltd.,1TG,1TG,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000TOP2,A1W9VZ,Thorney Opportunities Ltd.,WWU,WWU,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000TPC7,A0MUF9,TPC Consolidated Ltd.,T7P,TPC,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000TWE9,A1H8S1,Treasury Wine Estates Ltd.,T7W,T7W,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000TYX5,A14XX4,Tyranna Resources Ltd.,IRN,IRN,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000VML1,A0F5YD,Vital Metals Ltd.,VJF,VMLA,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000VRC9,A2AGQP,Volt Resources Ltd.,R8L,R8L,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000WAF6,A1CZBT,West African Resources Ltd.,W25,W25,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000WBC1,854242,Westpac Banking Corp.,WBC,WBC,AE,6166,1,Z_ASIA_Liq2_TG,0
AU000000WBT5,A2APH0,Weebit Nano Ltd.,6RI,6RI,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000WEB7,911549,Webjet Ltd.,WBJ,WEB,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000WEC5,A0J3YN,White Energy Co. Ltd.,XPK,WECA,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000WES1,876755,Wesfarmers Ltd.,WF3,WES,AE,6166,1,Z_ASIA_Liq2_TG,0
AU000000WGN7,A2H9GP,Wagners Holding Company Ltd.,0W7,0W7,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU000000WGX6,A2DGZ7,Westgold Resources Ltd.,0W2,0W2,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000WHC8,A0MSK7,Whitehaven Coal Ltd.,WC2,WHC,AE,6166,1,Z_ASIA_Liq2_TG,0
AU000000WOR2,813023,WorleyParsons Ltd.,WF9,WOR,AE,6166,1,Z_ASIA_Liq2_TG,0
AU000000WOW2,886853,Woolworths Group Ltd.,WWR,WOW,AE,6166,1,Z_ASIA_Liq2_TG,0
AU000000WTC3,A2AGET,WiseTech Global Ltd.,17W,17W,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000YAL0,A1JZHX,Yancoal Australia Ltd.,YA1,YA1,AF,6166,1,Z_ASIA_Liq2_TG,0
AU000000ZLD1,A2AS5H,Zelira Therapeutics Ltd.,G1G,G1G,AG,6166,0,Z_ASIA_Liq3_noDETG,0
AU000000ZNC9,A0MP37,Zenith Minerals Ltd.,ZCB,ZNCA,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000010464,A2JSA7,Wide Open Agriculture Ltd.,2WO,2WO,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000012098,A2JMGQ,Element 25 Ltd.,QFP,MZM,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000013559,A2JM2A,Atlas Arteria - Stapled Securities o.N.,M82,M82,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000021461,A2N4CD,Galan Lithium Ltd.,9CH,9CH,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000026122,A2N75P,Coronado Global Resources Inc.,0QE,0QE,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000028367,A2PQND,HeraMED Ltd.,1I4,1I4,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000030645,A2N9QN,Charter Hall Social Infrastructure REIT,B6Z0,B6Z0u,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000030678,A2N9WN,Coles Group Ltd.,2OF,2OF,AG,6166,1,Z_ASIA_Liq2_TG,0
AU0000031411,A2N94D,Gibb River Diamonds Ltd.,PHO,PHOG,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000033359,A2PAL9,Healius Ltd.,PGZ,PGZG,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000035701,A2PA44,Theta Gold Mines Ltd.,3LM,3LM,AG,6166,1,Z_ASIA_Liq2_TG,0
AU0000036949,A2QKCE,African Gold Ltd.,8XJ,8XJ,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000040982,A2PKPN,Ricegrowers Ltd.,7H0,7H0,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000043945,A2PHDZ,Alterity Therapeutics Ltd.,PBN,PBN,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000047441,A2PLEV,Avecho Biotechnology Ltd.,OEZ,OEZ,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000049033,A2PL8P,AIC Mines Ltd.,HLS,HLS,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000054587,A2PP4Y,Mandrake Resources Ltd.,CQ4,CQ4,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000061897,A2PUD0,Perenti Global Ltd.,FWG,FWG,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000062440,A2PXQH,Macarthur Minerals Ltd.,MMLA,MMLA,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000066086,A2PV3A,Vulcan Energy Resources Ltd.,VUL,VULG,AE,6166,1,Z_ASIA_Liq1_DETG,1
AU0000066169,A2PV0S,Austral. Silica Quartz Grp. Ltd.,4B4,4B4,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000067092,A2PV6D,Great Northern Minerals Ltd.,3GW,3GW,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000067936,A2PWBH,Resolution Minerals Ltd.,NC3,NC3,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000070328,A2PWVP,Prominence Energy N.L.,RSX,RSXG,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000071482,A2PW0M,EcoGraf Ltd.,FMK,FMK,AF,6166,1,Z_ASIA_Liq2_TG,1
AU0000072019,A2PW6W,Paterson Resources Ltd.,U40,U40,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000072506,A2P4AV,Kaiser Reef Ltd.,7YR,7YR,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000074221,A2PXRB,Tali Digital Ltd.,UV7,UV7,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000079212,A2P5M9,AML3D Ltd.,4YP,4YP,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000081341,A2P18Q,Ionic Rare Earths Ltd.,6UH,6UH,AT,6166,0,Z_ASIA_Liq3_noDETG,0
AU0000082489,A2P2UB,Omni Bridgeway Ltd.,MXG1,MXG1,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000088064,A2P4YU,Waypoint REIT Ltd.,1V2,1V2u,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000088338,A2P41Y,Ampol Ltd.,CLZ,CLZ,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000090292,A2QAZR,Manuka Resources Ltd.,6M0A,6M0A,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000102154,A2QB8V,Marvel Gold Ltd.,GR2,GR2,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000106643,A2QKQH,Aussie Broadband Ltd.,9JI,9JI,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000109159,A3D4VK,Duratec Ltd.,H2E,H2E,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000115172,A2QG77,Antilles Gold Ltd.,PTJ,PTJ,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000122251,A2QKEZ,Queensland Pacific Metals Ltd.,4EA,4EA,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000134694,A2QPAR,Firebird Metals Ltd.,7Y2,7Y2,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000137598,A2QQBW,Epsilon Healthcare Ltd.,9TH0,9TH0,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000139990,A3CPEX,Graphene Manufacturing Group Ltd.,0GF,0GF,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000141533,A2QSAM,QMines Ltd.,81V,81V,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000142945,A3ET0R,Tennant Minerals Limited.,UH7A,UH7A,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000143729,A3CLTW,Sunrise Energy Metals Ltd.,4CQA,4CQA,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000145815,A3C7FG,Arcadia Minerals Ltd.,8OH,8OHq,AG,6166,0,Z_ASIA_Liq3_noDETG,0
AU0000146961,A3CNFV,Oakridge International Ltd.,U9O0,U9O0,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000147266,A3EEXL,Torque Metals Limited,L5B,L5B,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000151680,A3CPT9,South Harz Potash Ltd.,D860,D860,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000153256,A3C4K8,Askari Metals Limited,7ZG,7ZG,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000153280,A3CSEV,Clean TeQ Water Ltd.,9NK,9NK,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000154833,A3CSV6,Endeavour Group Ltd.,6BH,6BH,AG,6166,1,Z_ASIA_Liq2_TG,0
AU0000155228,A3C6E1,Metallium Limited,8JC,8JC,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000155335,A3CRS0,Critical Resources Ltd.,9S70,9S70,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000156416,A3CRZ8,Elevate Uranium Ltd.,WTT0,WTT0,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000157455,A3C28E,Balkan Mining and Minerals Limited,7JL,7JL,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000157679,A3CWH9,Almonty Industries Inc.,ALI0,ALI0,AL,6166,1,Z_USA_Liq3_noDETG,0
AU0000158578,A3CUVD,Industrial Minerals Ltd.,9ED,9ED,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000159840,A3CTAL,Kuniko Ltd.,912,912,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000166613,A3CWE4,Greenwing Resources Ltd.,R2FA,R2FA,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000179707,A3C45W,Develop Global Ltd.,IHB1,IHB1,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000180200,A3C6DG,Evolution Energy Minerals Ltd.,P77,P77,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000182263,A3C8RW,Nimy Resources Ltd.,P4G,P4G,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000182628,A3C6BV,Winsome Resources Limited.,4XJ,4XJ,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000182784,A3C575,Arovella Therapeutics Ltd.,E4NA,E4NA,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000183253,A3C8V7,Larvotto Resources Ltd.,K6X,K6X,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000185993,A3C7R6,Iris Energy Ltd.,F8P,F8P,AE,6166,1,Z_ASIA_Liq2_TG,1
AU0000186678,A3C7BX,Kelsian Group Ltd.,CY4,CY4G,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000187239,A3DE4Y,American West Metals Ltd.,R84,R84,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000187247,A3DA5F,Haranga Resources Ltd.,65E0,65E0,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000187569,A3C8TV,Falcon Metals Ltd.,E47,E47,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000189029,A3C8R2,Solis Minerals Ltd.,08WA,08WA,AL,6166,0,Z_USA_Liq3_noDETG,0
AU0000189318,A3D13K,IPD Group Ltd.,IS6,IS6,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000195380,A3C8S5,Alma Metals Ltd. (ADRs),BP60,BP60q,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000195430,A3C84A,Echo IQ Ltd.,PL4,PL4,AZ,6166,1,Z_EU_Liq2_TG,0
AU0000196149,A3C85Z,INOVIQ Ltd.,EGQ0,EGQ0,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000196206,A3C85Y,EV Resources Ltd.,R1EA,R1EA,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000196891,A3C871,CuFe Ltd.,B4T0,B4T0,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000198939,A3C9JR,GreenX Metals Ltd.,5PMA,5PMA,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000199929,A3C9NG,Morella Corporation Ltd.,HDG0,HDG0,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000200198,A3C905,Income Asset Management Group Ltd.,C1R,C1R,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000208910,A3DESP,IperionX Ltd.,30Z,30Z,AC,6166,1,Z_USA_Liq2_TG,1
AU0000210957,A3DJY5,International Graphite Ltd.,H99,H99,AG,6166,1,Z_ASIA_Liq3_noDETG,0
AU0000218307,A3DK35,Zip Co Ltd.,YRRA,YRRA,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000222002,A3DMYM,Provaris Energy Ltd.,WS90,WS90,AF,6166,1,Z_ASIA_Liq2_TG,0
AU0000224040,A3DNGW,Woodside Energy Group Ltd.,WOP0,WOP0,AE,6166,1,Z_ASIA_Liq2_TG,1
AU0000232415,A3DRMA,HyTerra Ltd.,8TP0,8TP0,AG,6166,1,Z_ASIA_Liq3_noDETG,0
